,gene_ID,gene_name
2964479,ENSG00000281420.1,ENSG00000281420
2964483,ENSG00000287507.1,KB-836E9.1
2964488,ENSG00000160213.9,CSTB
2964522,ENSG00000234030.1,TMEM97P1
2964525,ENSG00000160214.13,RRP1
2964614,ENSG00000215458.8,AATBC
2964626,ENSG00000226543.3,MYL6P1
2964629,ENSG00000160216.21,AGPAT3
2964876,ENSG00000199598.1,RNU6-859P
2964879,ENSG00000288593.1,KB-218C10.1
2964889,ENSG00000252606.1,RNU6-1150P
2964892,ENSG00000160218.13,TRAPPC10
2965062,ENSG00000213440.2,H2AZP1
2965066,ENSG00000241945.8,PWP2
2965152,ENSG00000160221.18,GATD3A
2965322,ENSG00000225331.1,LINC01678
2965330,ENSG00000285413.1,AP001055.8
2965338,ENSG00000237604.1,AP001056.1
2965342,ENSG00000232124.3,AP001057.1
2965354,ENSG00000160223.17,ICOSLG
2965434,ENSG00000278158.1,AP001059.6
2965437,ENSG00000275799.1,AP001059.7
2965440,ENSG00000142182.9,DNMT3L
2965525,ENSG00000232010.1,DNMT3L-AS1
2965529,ENSG00000160224.17,AIRE
2965608,ENSG00000141959.17,PFKL
2965818,ENSG00000241728.5,AP001062.8
2965826,ENSG00000160226.16,CFAP410
2965907,ENSG00000184441.4,AP001062.7
2965911,ENSG00000232969.1,AP001062.9
2965915,ENSG00000260256.1,AP001063.1
2965918,ENSG00000142185.17,TRPM2
2966274,ENSG00000230061.2,TRPM2-AS
2966282,ENSG00000266692.1,ENSG10010137197.1
2966285,ENSG00000264452.1,ENSG10010138007.1
2966288,ENSG00000229356.1,LRRC3-DT
2966294,ENSG00000160233.8,LRRC3
2966304,ENSG00000224747.1,MTCYBP21
2966309,ENSG00000223431.1,MTND6P21
2966313,ENSG00000227999.1,MTND5P1
2966316,ENSG00000274225.1,KB-68A7.1
2966319,ENSG00000228709.1,LINC02575
2966323,ENSG00000277352.1,KB-68A7.2
2966326,ENSG00000175894.18,TSPEAR
2966399,ENSG00000235890.2,TSPEAR-AS1
2966411,ENSG00000182912.6,TSPEAR-AS2
2966422,ENSG00000287088.1,AP001066.12
2966426,ENSG00000215455.4,KRTAP10-1
2966434,ENSG00000205445.3,KRTAP10-2
2966445,ENSG00000212935.2,KRTAP10-3
2966453,ENSG00000215454.6,KRTAP10-4
2966486,ENSG00000241123.1,KRTAP10-5
2966494,ENSG00000188155.11,KRTAP10-6
2966502,ENSG00000272804.3,KRTAP10-7
2966510,ENSG00000187766.1,KRTAP10-8
2966518,ENSG00000221837.6,KRTAP10-9
2966540,ENSG00000221859.2,KRTAP10-10
2966548,ENSG00000243489.4,KRTAP10-11
2966556,ENSG00000212933.1,KRTAP12-4
2966564,ENSG00000205439.10,KRTAP12-3
2966572,ENSG00000221864.4,KRTAP12-2
2966580,ENSG00000229880.1,IMMTP1
2966583,ENSG00000187175.5,KRTAP12-1
2966591,ENSG00000276647.1,KRTAP12-6P
2966594,ENSG00000189169.7,KRTAP10-12
2966609,ENSG00000236382.1,KRTAP10-13P
2966612,ENSG00000184787.19,UBE2G2
2966727,ENSG00000236519.1,LINC01424
2966731,ENSG00000184900.16,SUMO3
2966791,ENSG00000183255.12,PTTG1IP
2966865,ENSG00000160255.18,ITGB2
2967336,ENSG00000227039.6,ITGB2-AS1
2967365,ENSG00000273027.1,LL21NC02-1C16.1
2967368,ENSG00000183250.12,LINC01547
2967411,ENSG00000272825.1,LL21NC02-1C16.2
2967414,ENSG00000160256.13,FAM207A
2967471,ENSG00000276529.1,AP001505.10
2967474,ENSG00000234880.1,LINC00163
2967481,ENSG00000261706.1,LINC00165
2967484,ENSG00000275874.1,PICSAR
2967488,ENSG00000235374.2,SSR4P1
2967496,ENSG00000197381.17,ADARB1
2967750,ENSG00000267857.2,RP5-1023B21.1
2967753,ENSG00000182586.9,LINC00334
2967783,ENSG00000186866.17,POFUT2
2967953,ENSG00000223768.2,LINC00205
2967970,ENSG00000286262.1,RP1-112E20.1
2967975,ENSG00000184274.3,LINC00315
2967980,ENSG00000229382.1,BX322557.13
2967984,ENSG00000237664.1,LINC00316
2967988,ENSG00000228930.1,MTCO1P3
2967991,ENSG00000228355.1,BX322559.3
2967998,ENSG00000273796.1,LL21NC02-21A1.1
2968001,ENSG00000182871.16,COL18A1
2968341,ENSG00000224574.1,COL18A1-AS2
2968347,ENSG00000183535.9,COL18A1-AS1
2968356,ENSG00000275167.1,MIR6815
2968359,ENSG00000173638.19,SLC19A1
2968500,ENSG00000233922.3,LINC01694
2968514,ENSG00000286082.1,GS1-53I10.1
2968520,ENSG00000286594.1,GS1-53I10.2
2968524,ENSG00000183570.17,PCBP3
2968863,ENSG00000275139.1,RP1-101D8.1
2968866,ENSG00000205424.2,PCBP3-AS1
2968871,ENSG00000286886.1,AJ011931.2
2968875,ENSG00000276633.1,AJ011931.1
2968878,ENSG00000280604.1,PCBP3-OT1
2968883,ENSG00000274248.1,AJ011932.1
2968886,ENSG00000142156.16,COL6A1
2969028,ENSG00000224413.1,AP001476.2
2969032,ENSG00000228235.1,AP001476.4
2969036,ENSG00000226115.1,AP001476.3
2969040,ENSG00000233767.1,PSMA6P3
2969043,ENSG00000227438.1,AP001471.1
2969047,ENSG00000142173.16,COL6A2
2969330,ENSG00000160282.15,FTCD
2969537,ENSG00000237338.1,FTCD-AS1
2969541,ENSG00000160284.15,SPATC1L
2969570,ENSG00000228404.1,AP001468.58
2969574,ENSG00000160285.15,LSS
2969819,ENSG00000223901.2,AP001469.5
2969828,ENSG00000215424.10,MCM3AP-AS1
2969888,ENSG00000160294.11,MCM3AP
2970086,ENSG00000228137.1,AP001469.7
2970090,ENSG00000239415.1,AP001469.9
2970097,ENSG00000182362.14,YBEY
2970192,ENSG00000160298.18,C21orf58
2970362,ENSG00000160299.17,PCNT
2970553,ENSG00000286224.1,AP000471.4
2970560,ENSG00000225043.1,RPL18AP2
2970563,ENSG00000160305.18,DIP2A
2971009,ENSG00000223692.1,DIP2A-IT1
2971015,ENSG00000202239.1,RNU6-396P
2971018,ENSG00000160307.10,S100B
2971052,ENSG00000160310.18,PRMT2
2971308,ENSG00000230982.1,DSTNP1
2971311,ENSG00000212932.3,RPL23AP4
2971314,ENSG00000277248.1,U2
2971317,ENSG00000283047.1,FRG1FP
2971328,ENSG00000279973.2,SC22CB-56B3.1
2971332,ENSG00000226444.2,ACTR3BP7
2971336,ENSG00000276871.1,5_8S_rRNA
2971339,ENSG00000288262.1,SC22CB-22C4.1
2971344,ENSG00000286406.1,RP11-1277N13.1
2971371,ENSG00000283023.1,FRG1GP
2971382,ENSG00000276138.1,U6
2971385,ENSG00000280341.1,LA16c-60D12.1
2971388,ENSG00000236235.1,LA16c-13E4.3
2971395,ENSG00000279442.1,LA16c-60D12.2
2971398,ENSG00000184624.4,ZNF72P
2971403,ENSG00000236097.1,BNIP3P2
2971406,ENSG00000236831.1,YME1L1P1
2971411,ENSG00000130538.6,OR11H1
2971418,ENSG00000237299.1,LA16c-60G3.6
2971424,ENSG00000235759.1,ARHGAP42P3
2971429,ENSG00000233408.1,LA16c-23H5.4
2971434,ENSG00000215268.3,LA16c-60G3.8
2971437,ENSG00000213727.3,LA16c-60G3.7
2971440,ENSG00000230643.1,LA16c-60G3.5
2971443,ENSG00000230471.1,LA16c-2F2.8
2971448,ENSG00000231565.1,NEK2P2
2971451,ENSG00000226474.1,LA16c-2F2.5
2971454,ENSG00000224435.2,NF1P6
2971467,ENSG00000234381.1,MED15P7
2971476,ENSG00000198062.15,POTEH
2971559,ENSG00000236666.1,POTEH-AS1
2971563,ENSG00000212216.1,RNU6-816P
2971566,ENSG00000241838.3,LA16c-3G11.7
2971569,ENSG00000225255.6,PSLNR
2971578,ENSG00000235992.1,GRAMD4P2
2971582,ENSG00000206195.11,DUXAP8
2971638,ENSG00000271127.2,LL22NC03-N64E9.2
2971643,ENSG00000232775.6,BMS1P22
2971655,ENSG00000272872.1,LL22NC03-N14H11.1
2971658,ENSG00000271672.1,DUXAP8
2971661,ENSG00000223875.2,NBEAP3
2971668,ENSG00000215270.3,TOMM40P2
2971671,ENSG00000229286.1,LA16c-4G1.4
2971674,ENSG00000233866.1,LA16c-4G1.3
2971678,ENSG00000278188.1,U6
2971681,ENSG00000225293.1,ABCD1P4
2971687,ENSG00000226160.1,LA16c-17H1.3
2971690,ENSG00000229658.1,PABPC1P9
2971696,ENSG00000227367.1,SLC9B1P4
2971707,ENSG00000280263.1,ACTR3BP6
2971710,ENSG00000235969.1,CHEK2P4
2971715,ENSG00000273362.1,KB-67B5.17
2971720,ENSG00000233995.1,KB-67B5.12
2971727,ENSG00000239435.2,KCNMB3P1
2971735,ENSG00000198445.4,CCT8L2
2971743,ENSG00000287285.1,KB-67B5.18
2971747,ENSG00000240122.1,FABP5P11
2971750,ENSG00000100181.22,TPTEP1
2971793,ENSG00000283633.1,AC005301.9
2971809,ENSG00000267338.1,KB-7G2.9
2971813,ENSG00000249288.1,SLC25A15P5
2971817,ENSG00000249263.2,PARP4P3
2971821,ENSG00000189295.13,ANKRD62P1-PARP4P3
2971837,ENSG00000259271.1,ANKRD62P1
2971845,ENSG00000273244.1,KB-7G2.8
2971854,ENSG00000241717.1,VWFP1
2971868,ENSG00000288024.1,AC005301.10
2971873,ENSG00000235343.2,LINC01665
2971880,ENSG00000172967.8,XKR3
2971907,ENSG00000229027.3,HSFY1P1
2971914,ENSG00000234121.1,GPM6BP3
2971917,ENSG00000283535.1,AC007064.29
2971923,ENSG00000237835.1,AC007064.22
2971926,ENSG00000220248.1,ZNF402P
2971929,ENSG00000237689.1,AC007064.24
2971933,ENSG00000228122.1,MTND1P17
2971936,ENSG00000237358.1,AC007064.25
2971939,ENSG00000225480.1,AC006548.19
2971942,ENSG00000230481.2,IGKV1OR22-5
2971946,ENSG00000253691.2,IGKV2OR22-4
2971950,ENSG00000253460.2,IGKV2OR22-3
2971954,ENSG00000254264.2,IGKV3OR22-2
2971958,ENSG00000253481.2,IGKV1OR22-1
2971962,ENSG00000285045.1,AC006548.29
2971967,ENSG00000215568.9,GAB4
2972067,ENSG00000270226.1,AC006548.26
2972070,ENSG00000276400.1,VN1R9P
2972074,ENSG00000237438.7,CECR7
2972099,ENSG00000273203.1,AC006946.16
2972102,ENSG00000273442.1,AC006946.17
2972105,ENSG00000177663.14,IL17RA
2972174,ENSG00000235328.1,AC006946.12
2972177,ENSG00000183307.4,TMEM121B
2972194,ENSG00000235478.5,LINC01664
2972218,ENSG00000069998.12,HDHD5
2972290,ENSG00000185837.3,HDHD5-AS1
2972297,ENSG00000093072.18,ADA2
2972561,ENSG00000236325.1,RPL32P5
2972564,ENSG00000203416.3,FAM32BP
2972568,ENSG00000241832.1,CECR3
2972573,ENSG00000231004.2,CECR9
2972576,ENSG00000239547.3,RN7SL843P
2972579,ENSG00000099954.19,CECR2
2972770,ENSG00000229492.1,AC004019.10
2972773,ENSG00000232305.1,CLCP1
2972776,ENSG00000228045.1,DNAJA1P6
2972779,ENSG00000286195.1,AC007666.5
2972787,ENSG00000182902.14,SLC25A18
2972858,ENSG00000236754.5,AC004019.13
2972869,ENSG00000131100.13,ATP6V1E1
2972980,ENSG00000099968.18,BCL2L13
2973201,ENSG00000015475.19,BID
2973335,ENSG00000264757.1,MIR3198-1
2973338,ENSG00000269220.1,LINC00528
2973341,ENSG00000243156.9,MICAL3
2973827,ENSG00000093100.13,XXbac-B461K10.4
2973834,ENSG00000286990.1,XXbac-B461K10.9
2973838,ENSG00000207780.1,MIR648
2973841,ENSG00000235445.1,XXbac-B476C20.14
2973845,ENSG00000234913.1,XXbac-B476C20.13
2973849,ENSG00000237446.1,RHEBP3
2973854,ENSG00000235295.1,LINC01634
2973858,ENSG00000225335.3,XXbac-B476C20.9
2973866,ENSG00000215193.14,PEX26
2973911,ENSG00000288683.1,AC008079.12
2973935,ENSG00000236890.2,XXbac-B476C20.11
2973938,ENSG00000235617.1,XXbac-B476C20.10
2973941,ENSG00000225225.1,ARL2BPP10
2973945,ENSG00000183785.16,TUBA8
2974046,ENSG00000280007.1,AC008079.10
2974049,ENSG00000184979.10,USP18
2974077,ENSG00000187979.4,FAM230D
2974088,ENSG00000276160.1,GGTLC5P
2974097,ENSG00000274044.5,FAM230J
2974140,ENSG00000276874.1,AC011718.3
2974144,ENSG00000275060.1,PPP1R26P3
2974147,ENSG00000277870.5,FAM230A
2974172,ENSG00000277017.1,XXbac-B33L19.6
2974179,ENSG00000278044.1,FAM247B
2974183,ENSG00000274252.1,GGTLC3
2974201,ENSG00000275319.1,Metazoa_SRP
2974204,ENSG00000277690.2,XXbac-B33L19.15
2974207,ENSG00000278558.5,TMEM191B
2974278,ENSG00000274602.5,PI4KAP1
2974385,ENSG00000274625.1,ENSG10010139483.1
2974388,ENSG00000222630.2,RN7SKP131
2974391,ENSG00000275793.1,RIMBP3
2974399,ENSG00000275362.1,Metazoa_SRP
2974402,ENSG00000278110.1,SUSD2P2
2974408,ENSG00000286175.1,FAM246B
2974415,ENSG00000273907.1,CA15P2
2974422,ENSG00000273643.1,PPP1R26P2
2974425,ENSG00000278008.1,PPP1R26P4
2974428,ENSG00000182824.7,FAM230E
2974441,ENSG00000197421.10,GGT3P
2974477,ENSG00000239989.1,AC008132.14
2974480,ENSG00000234764.2,E2F6P1
2974483,ENSG00000161103.11,AC008132.13
2974503,ENSG00000215544.6,BCRP7
2974509,ENSG00000276095.2,FAM230F
2974519,ENSG00000279987.1,AC008103.4
2974522,ENSG00000183628.14,DGCR6
2974617,ENSG00000283809.1,AC007326.13
2974635,ENSG00000100033.17,PRODH
2974867,ENSG00000284294.1,AC007326.11
2974879,ENSG00000280418.1,AC007326.10
2974882,ENSG00000273032.3,DGCR5
2974945,ENSG00000283583.1,AC007326.12
2974949,ENSG00000237517.10,DGCR5
2974956,ENSG00000271275.1,AC007326.9
2974959,ENSG00000283366.2,AC000095.12
2974962,ENSG00000270393.1,AC000095.9
2974965,ENSG00000286025.1,FAM246C
2974971,ENSG00000241527.1,CA15P1
2974981,ENSG00000070413.20,DGCR2
2975098,ENSG00000206739.1,Y_RNA
2975101,ENSG00000273311.1,DGCR11
2975104,ENSG00000237347.2,AC004461.4
2975108,ENSG00000281530.1,DGCR12
2975111,ENSG00000223461.1,AC004471.9
2975115,ENSG00000272682.1,AC004471.10
2975120,ENSG00000231086.1,TSSK1A
2975123,ENSG00000100056.12,ESS2
2975188,ENSG00000206203.5,TSSK2
2975196,ENSG00000063515.3,GSC2
2975208,ENSG00000260924.2,LINC01311
2975211,ENSG00000100075.10,SLC25A1
2975277,ENSG00000070371.16,CLTCL1
2975616,ENSG00000286367.1,XX-15A10.1
2975620,ENSG00000230194.1,AC000081.2
2975623,ENSG00000251940.1,ENSG10010136839.1
2975626,ENSG00000233471.2,KRT18P62
2975629,ENSG00000287146.1,AC000085.4
2975633,ENSG00000100084.14,HIRA
2975758,ENSG00000242259.9,C22orf39
2975834,ENSG00000244296.3,RN7SL168P
2975837,ENSG00000185608.9,MRPL40
2975860,ENSG00000185065.6,AC000068.5
2975864,ENSG00000070010.19,UFD1
2976013,ENSG00000273300.1,AC000068.9
2976016,ENSG00000273212.1,AC000068.10
2976019,ENSG00000093009.11,CDC45
2976363,ENSG00000287652.1,AC000082.4
2976367,ENSG00000184113.10,CLDN5
2976400,ENSG00000281548.1,LINC00895
2976403,ENSG00000230485.1,AC000077.2
2976408,ENSG00000225007.1,AC000067.1
2976412,ENSG00000184702.20,SEPTIN5
2976634,ENSG00000284874.1,SEPT5-GP1BB
2976693,ENSG00000203618.6,GP1BB
2976703,ENSG00000184058.15,TBX1
2976816,ENSG00000185838.14,GNB1L
2976899,ENSG00000235776.2,AC000089.3
2976902,ENSG00000215012.9,RTL10
2976947,ENSG00000184470.21,TXNRD2
2977409,ENSG00000232926.1,AC000078.5
2977412,ENSG00000093010.15,COMT
2977665,ENSG00000284031.1,MIR4761
2977668,ENSG00000099889.14,ARVCF
2977862,ENSG00000183597.16,TANGO2
2978231,ENSG00000208023.3,MIR185
2978234,ENSG00000236540.7,AC006547.13
2978284,ENSG00000268292.1,AC006547.15
2978288,ENSG00000277950.1,Metazoa_SRP
2978291,ENSG00000128191.16,DGCR8
2978432,ENSG00000284140.1,MIR3618
2978435,ENSG00000284464.1,MIR1306
2978438,ENSG00000243762.1,AC006547.8
2978442,ENSG00000099899.15,TRMT2A
2978652,ENSG00000278278.1,MIR6816
2978655,ENSG00000099901.17,RANBP1
2978809,ENSG00000264346.1,SNORA77B
2978812,ENSG00000099904.16,ZDHHC8
2978916,ENSG00000234409.7,CCDC188
2978947,ENSG00000249923.1,LINC02891
2978953,ENSG00000236499.2,LINC00896
2978958,ENSG00000040608.14,RTN4R
2978992,ENSG00000221039.3,MIR1286
2978995,ENSG00000161132.6,XXbac-B444P24.10
2979007,ENSG00000128185.10,DGCR6L
2979049,ENSG00000273343.1,XXbac-B444P24.13
2979052,ENSG00000273139.1,XXbac-B444P24.14
2979055,ENSG00000188280.11,FAM230G
2979080,ENSG00000235578.1,XXbac-B33L19.4
2979084,ENSG00000287446.1,XXbac-B562F10.14
2979088,ENSG00000161133.17,USP41
2979120,ENSG00000185252.19,ZNF74
2979225,ENSG00000207343.1,RNU6-225P
2979228,ENSG00000244486.9,SCARF2
2979289,ENSG00000277971.1,XXbac-B562F10.12
2979303,ENSG00000099910.17,KLHL22
2979412,ENSG00000215493.3,XXbac-B562F10.11
2979415,ENSG00000255156.1,RNY1P9
2979418,ENSG00000201916.1,Y_RNA
2979421,ENSG00000242876.3,RN7SL812P
2979424,ENSG00000236670.1,KRT18P5
2979427,ENSG00000099917.17,MED15
2979884,ENSG00000236003.1,AC007050.17
2979889,ENSG00000250261.1,CCDC74BP1
2979897,ENSG00000223553.6,SMPD4P1
2979931,ENSG00000276427.1,IGLL4P
2979934,ENSG00000238125.1,SLC9A3P2
2979937,ENSG00000229107.2,ABHD17AP4
2979941,ENSG00000217261.4,POM121L4P
2979950,ENSG00000235062.4,BCRP5
2979954,ENSG00000226287.8,TMEM191A
2980034,ENSG00000241973.11,PI4KA
2980309,ENSG00000099937.11,SERPIND1
2980338,ENSG00000099940.12,SNAP29
2980370,ENSG00000272600.1,AC007308.7
2980374,ENSG00000099942.13,CRKL
2980399,ENSG00000237476.1,LINC01637
2980403,ENSG00000183773.16,AIFM3
2980790,ENSG00000285314.1,XXbac-B135H6.19
2980814,ENSG00000272829.1,XXbac-B135H6.18
2980817,ENSG00000099949.21,LZTR1
2981142,ENSG00000184436.12,THAP7
2981193,ENSG00000230513.2,THAP7-AS1
2981205,ENSG00000284060.1,AC002472.8
2981209,ENSG00000161149.12,TUBA3FP
2981219,ENSG00000099957.16,P2RX6
2981384,ENSG00000284130.1,AC002472.16
2981390,ENSG00000099960.13,SLC7A4
2981428,ENSG00000226872.2,AC002472.11
2981433,ENSG00000207575.1,MIR649
2981436,ENSG00000206145.8,P2RX6P
2981446,ENSG00000187905.10,LRRC74B
2981494,ENSG00000249680.2,TUBA3GP
2981500,ENSG00000284665.1,AC002472.17
2981504,ENSG00000169668.11,BCRP2
2981523,ENSG00000197210.7,KB-1592A4.15
2981531,ENSG00000239511.2,POM121L7P
2981534,ENSG00000224688.1,E2F6P2
2981537,ENSG00000215498.9,FAM230B
2981598,ENSG00000234503.1,KB-1592A4.14
2981602,ENSG00000283972.1,FAM247A
2981608,ENSG00000133475.17,GGT2
2981672,ENSG00000283145.1,KB-1592A4.16
2981675,ENSG00000226885.1,E2F6P3
2981678,ENSG00000229266.1,POM121L8P
2981681,ENSG00000169662.8,BCRP6
2981688,ENSG00000206142.9,FAM230H
2981753,ENSG00000237407.1,KB-1183D5.14
2981757,ENSG00000232771.2,PPP1R26P5
2981760,ENSG00000279920.2,LINC01651
2981769,ENSG00000286102.1,FAM246A
2981776,ENSG00000226534.1,KB-1183D5.16
2981782,ENSG00000273846.1,Metazoa_SRP
2981785,ENSG00000274600.1,RIMBP3B
2981793,ENSG00000200057.1,RN7SKP63
2981796,ENSG00000252020.1,ENSG10010139266.1
2981799,ENSG00000275840.1,Metazoa_SRP
2981802,ENSG00000169635.10,HIC2
2981834,ENSG00000276800.1,Metazoa_SRP
2981837,ENSG00000206140.12,TMEM191C
2982032,ENSG00000183506.17,PI4KAP2
2982175,ENSG00000252143.1,ENSG10010137394.1
2982178,ENSG00000222352.1,RN7SKP221
2982181,ENSG00000183246.8,RIMBP3C
2982189,ENSG00000185651.15,UBE2L3
2982232,ENSG00000275293.1,Metazoa_SRP
2982235,ENSG00000161179.14,YDJC
2982296,ENSG00000161180.11,CCDC116
2982334,ENSG00000273342.1,KB-1440D3.14
2982337,ENSG00000128228.5,SDF2L1
2982352,ENSG00000207751.3,KB-1440D3.16
2982361,ENSG00000212102.1,MIR301B
2982364,ENSG00000283871.1,MIR130B
2982367,ENSG00000284630.1,KB-1440D3.15
2982372,ENSG00000284651.1,KB-1440D3.17
2982375,ENSG00000284654.1,KB-1440D3.18
2982378,ENSG00000284621.1,KB-1440D3.19
2982381,ENSG00000272954.1,KB-1440D3.13
2982384,ENSG00000100023.20,PPIL2
2983765,ENSG00000100027.17,YPEL1
2983810,ENSG00000286365.1,KB-1440D3.21
2983814,ENSG00000244671.3,RN7SL280P
2983817,ENSG00000286127.1,KB-1440D3.20
2983821,ENSG00000100030.15,MAPK1
2983887,ENSG00000200985.1,RNA5SP493
2983890,ENSG00000225544.1,KB-1027C11.4
2983893,ENSG00000100034.14,PPM1F
2983989,ENSG00000224086.6,PPM1F-AS1
2983997,ENSG00000100038.20,TOP3B
2984314,ENSG00000197549.9,PRAMENP
2984333,ENSG00000253239.1,IGLVI-70
2984337,ENSG00000211637.2,IGLV4-69
2984345,ENSG00000254355.1,IGLVI-68
2984349,ENSG00000278657.1,LL22NC03-23C6.13
2984353,ENSG00000249333.1,LL22NC03-23C6.12
2984357,ENSG00000253794.1,IGLV10-67
2984360,ENSG00000228161.1,LL22NC03-23C6.15
2984363,ENSG00000253874.1,IGLVIV-66-1
2984366,ENSG00000254075.1,IGLVV-66
2984370,ENSG00000254161.1,IGLVIV-65
2984374,ENSG00000253242.1,IGLVIV-64
2984377,ENSG00000253752.1,IGLVI-63
2984381,ENSG00000253823.1,IGLV1-62
2984385,ENSG00000275361.1,LL22NC03-88E1.18
2984388,ENSG00000211638.2,IGLV8-61
2984396,ENSG00000225741.1,LL22NC03-88E1.17
2984400,ENSG00000263366.2,ABHD17AP5
2984404,ENSG00000236118.1,LL22NC03-30E12.10
2984408,ENSG00000233720.1,LL22NC03-30E12.11
2984411,ENSG00000211639.2,IGLV4-60
2984418,ENSG00000227710.1,LL22NC03-30E12.13
2984421,ENSG00000224465.1,SOCS2P2
2984424,ENSG00000254308.1,IGLVIV-59
2984427,ENSG00000253637.1,IGLVV-58
2984430,ENSG00000236323.1,BMP6P1
2984433,ENSG00000211640.4,IGLV6-57
2984440,ENSG00000253126.1,IGLVI-56
2984444,ENSG00000211641.3,IGLV11-55
2984452,ENSG00000211642.4,IGLV10-54
2984460,ENSG00000253935.1,IGLVIV-53
2984464,ENSG00000228050.1,TOP3BP1
2984467,ENSG00000234726.1,LL22NC03-123E1.5
2984471,ENSG00000169575.5,VPREB1
2984490,ENSG00000279278.1,CH17-264L24.1
2984493,ENSG00000274422.1,LL22NC03-2H8.5
2984496,ENSG00000234630.1,LL22NC03-2H8.4
2984500,ENSG00000286129.1,CH17-264L24.2
2984516,ENSG00000272779.1,LL22NC03-80A10.6
2984526,ENSG00000211643.2,IGLV5-52
2984534,ENSG00000211644.3,IGLV1-51
2984542,ENSG00000211645.2,IGLV1-50
2984550,ENSG00000225724.1,ASH2LP3
2984553,ENSG00000223350.2,IGLV9-49
2984563,ENSG00000232515.1,LL22NC03-75A1.9
2984566,ENSG00000211647.1,IGLV5-48
2984575,ENSG00000211648.2,IGLV1-47
2984583,ENSG00000237428.1,ASH2LP2
2984586,ENSG00000211649.3,IGLV7-46
2984594,ENSG00000232603.1,LL22NC03-22A12.12
2984597,ENSG00000211650.2,IGLV5-45
2984605,ENSG00000211651.3,IGLV1-44
2984613,ENSG00000211652.2,IGLV7-43
2984621,ENSG00000254175.1,IGLVI-42
2984625,ENSG00000254073.1,IGLVVII-41-1
2984628,ENSG00000253818.1,IGLV1-41
2984632,ENSG00000211653.2,IGLV1-40
2984640,ENSG00000224144.1,ASH2LP1
2984643,ENSG00000253889.1,IGLVI-38
2984647,ENSG00000211654.2,IGLV5-37
2984655,ENSG00000211655.3,IGLV1-36
2984663,ENSG00000230821.1,KB-288A10.17
2984666,ENSG00000253631.1,IGLV7-35
2984670,ENSG00000226595.1,KB-288A10.19
2984673,ENSG00000275004.4,ZNF280B
2984711,ENSG00000169548.3,ZNF280A
2984721,ENSG00000185686.18,PRAME
2984887,ENSG00000220891.1,LL22NC03-63E9.3
2984892,ENSG00000253120.1,IGLV2-34
2984895,ENSG00000211656.3,IGLV2-33
2984903,ENSG00000211657.3,IGLV3-32
2984911,ENSG00000253920.1,IGLV3-31
2984915,ENSG00000253329.1,IGLV3-30
2984919,ENSG00000215456.6,BCRP4
2984928,ENSG00000286941.1,CH17-420I24.1
2984932,ENSG00000183169.6,POM121L1P
2984938,ENSG00000100121.13,GGTLC2
2985060,ENSG00000253338.1,IGLV3-29
2985063,ENSG00000253451.1,IGLV2-28
2985067,ENSG00000211658.2,IGLV3-27
2985075,ENSG00000253913.1,IGLV3-26
2985079,ENSG00000253779.1,IGLVVI-25-1
2985082,ENSG00000211659.2,IGLV3-25
2985090,ENSG00000232350.1,LL22NC03-102D1.16
2985093,ENSG00000223999.1,LL22NC03-102D1.18
2985097,ENSG00000253822.1,IGLV3-24
2985101,ENSG00000211660.3,IGLV2-23
2985109,ENSG00000253546.1,IGLVVI-22-1
2985112,ENSG00000211661.2,IGLV3-22
2985120,ENSG00000211662.2,IGLV3-21
2985130,ENSG00000254240.1,IGLVI-20
2985133,ENSG00000211663.2,IGLV3-19
2985141,ENSG00000278667.1,LL22NC03-48A11.14
2985144,ENSG00000211664.3,IGLV2-18
2985152,ENSG00000253152.1,IGLV3-17
2985155,ENSG00000211665.3,IGLV3-16
2985163,ENSG00000253786.1,IGLV3-15
2985166,ENSG00000211666.2,IGLV2-14
2985174,ENSG00000253590.1,IGLV3-13
2985177,ENSG00000211667.3,IGLV3-12
2985185,ENSG00000231392.1,LL22NC03-24A12.8
2985188,ENSG00000275772.1,LL22NC03-24A12.9
2985192,ENSG00000211668.2,IGLV2-11
2985200,ENSG00000274381.1,LL22NC03-84E4.13
2985203,ENSG00000211669.3,IGLV3-10
2985211,ENSG00000226477.1,LL22NC03-84E4.11
2985214,ENSG00000211670.2,IGLV3-9
2985222,ENSG00000278196.3,IGLV2-8
2985230,ENSG00000284049.1,MIR650
2985233,ENSG00000237127.1,LL22NC03-84E4.8
2985236,ENSG00000254077.1,IGLV3-7
2985239,ENSG00000253448.1,IGLV3-6
2985242,ENSG00000253234.1,IGLV2-5
2985245,ENSG00000226420.1,IGLV3-4
2985248,ENSG00000211672.2,IGLV4-3
2985258,ENSG00000253963.1,IGLV3-2
2985261,ENSG00000211673.2,IGLV3-1
2985269,ENSG00000264824.1,MIR5571
2985272,ENSG00000254709.8,IGLL5
2985304,ENSG00000211674.2,IGLJ1
2985308,ENSG00000211675.2,IGLC1
2985314,ENSG00000211676.2,IGLJ2
2985320,ENSG00000211677.2,IGLC2
2985326,ENSG00000211678.2,IGLJ3
2985332,ENSG00000211679.2,IGLC3
2985338,ENSG00000211680.2,IGLJ4
2985342,ENSG00000254029.1,IGLC4
2985345,ENSG00000211681.2,IGLJ5
2985349,ENSG00000254030.1,IGLC5
2985352,ENSG00000211682.2,IGLJ6
2985356,ENSG00000222037.5,IGLC6
